0.447214, 0.894427, 0.000000, -0.000137, 0.000049, -0.000189, -0.000130, 1
0.440419, 0.894427, -0.077658, -0.000123, 0.000139, 0.000102, 0.000076, 1
0.428339, 0.874260, -0.228464, -0.000059, 8153.212402, 0.000062, 4883.862305, 0
0.402853, 0.826136, -0.393965, -0.000191, 27781.484375, -0.000062, 14599.309570, 0
0.362763, 0.754199, -0.547346, -0.000049, 28320.330078, 0.000223, 15891.757812, 0
0.308839, 0.660943, -0.683939, -0.000140, 28033.792969, 0.000158, 16565.857422, 0
0.242505, 0.549381, -0.799607, 0.000180, 26939.113281, -0.000230, 16604.615234, 0
0.167377, 0.421971, -0.891025, -0.000156, 25072.583984, 865.582764, 16001.292969, 0
0.090547, 0.279833, -0.955770, -0.000011, 22454.832031, 3810.068359, 14811.129883, 0
0.015637, 0.126792, -0.991807, 1417.409546, 19045.888672, 7183.329590, 13200.199219, 0
-0.058167, -0.030858, -0.997830, 6454.454590, 14815.313477, 10194.779297, 11233.086914, 0
-0.129188, -0.188038, -0.973629, 11813.817383, 9767.155273, 12703.613281, 8849.346680, 0
-0.194267, -0.340391, -0.919997, 16489.296875, 4208.297363, 14659.637695, 6128.822266, 0
-0.243471, -0.486227, -0.839230, 20411.408203, 147.587296, 16013.734375, 3345.782471, 0
-0.243321, -0.589174, -0.770500, 23711.234375, 0.000221, 16524.048828, 1175.645874, 0
-0.209012, -0.601709, -0.770884, 25880.210938, -0.000216, 15662.274414, 635.536499, 0
-0.157454, -0.543334, -0.824619, 26245.511719, -0.000018, 14593.791016, 1328.115601, 0
-0.105265, -0.421686, -0.900612, 25189.576172, -0.000077, 13646.434570, 3294.005615, 0
-0.069894, -0.262580, -0.962376, 22559.128906, -0.000199, 12956.398438, 5943.002441, 0
-0.045974, -0.107855, -0.993104, 18610.291016, 1906.354126, 12619.426758, 7970.328613, 0
-0.032414, -0.050779, -0.998184, 14234.303711, 7108.384766, 12245.426758, 9195.576172, 0
-0.023491, -0.031157, -0.999239, 12468.581055, 9102.978516, 11869.487305, 9719.809570, 0
-0.017170, -0.021620, -0.999619, 11842.270508, 9776.206055, 11590.703125, 10032.744141, 0
-0.012582, -0.015612, -0.999800, 11534.235352, 10100.408203, 11387.734375, 10248.972656, 0
-0.009227, -0.011403, -0.999893, 11338.781250, 10303.365234, 11238.827148, 10404.344727, 0
-0.006769, -0.008356, -0.999943, 11201.158203, 10444.855469, 11129.273438, 10517.279297, 0
-0.004966, -0.006128, -0.999969, 11101.135742, 10546.939453, 11048.658203, 10599.706055, 0
-0.003643, -0.004496, -0.999984, 11027.822266, 10621.354492, 10989.354492, 10659.977539, 0
-0.002673, -0.003299, -0.999992, 10973.985352, 10675.789062, 10945.758789, 10704.098633, 0
-0.001961, -0.002420, -0.999996, 10934.438477, 10715.655273, 10913.723633, 10736.415039, 0
-0.001439, -0.001776, -0.999998, 10905.393555, 10744.872070, 10890.192383, 10760.097656, 0
-0.001056, -0.001303, -0.999999, 10884.068359, 10766.289062, 10872.911133, 10777.458008, 0
-0.000775, -0.000956, -1.000000, 10868.412109, 10781.994141, 10860.223633, 10790.188477, 0
-0.000568, -0.000701, -1.000000, 10856.919922, 10793.516602, 10850.912109, 10799.527344, 0
-0.000417, -0.000515, -1.000000, 10848.486328, 10801.964844, 10844.079102, 10806.375000, 0
-0.000306, -0.000378, -1.000000, 10842.294922, 10808.163086, 10839.061523, 10811.397461, 0
-0.000225, -0.000277, -1.000000, 10837.752930, 10812.707031, 10835.378906, 10815.081055, 0
-0.000165, -0.000203, -1.000000, 10834.418945, 10816.041016, 10832.675781, 10817.785156, 0
-0.000121, -0.000149, -1.000000, 10831.971680, 10818.489258, 10830.694336, 10819.766602, 0
-0.000089, -0.000109, -1.000000, 10830.176758, 10820.284180, 10829.239258, 10821.221680, 0
-0.000065, -0.000080, -1.000000, 10828.859375, 10821.601562, 10828.172852, 10822.289062, 0
-0.000048, -0.000059, -1.000000, 10827.894531, 10822.566406, 10827.389648, 10823.071289, 0
-0.000035, -0.000043, -1.000000, 10827.183594, 10823.277344, 10826.814453, 10823.647461, 0
-0.000026, -0.000032, -1.000000, 10826.664062, 10823.796875, 10826.391602, 10824.070312, 0
-0.000019, -0.000023, -1.000000, 10826.283203, 10824.178711, 10826.083984, 10824.377930, 0
-0.000014, -0.000017, -1.000000, 10826.000977, 10824.459961, 10825.854492, 10824.606445, 0
-0.000010, -0.000013, -1.000000, 10825.796875, 10824.664062, 10825.691406, 10824.769531, 0
-0.000007, -0.000009, -1.000000, 10825.646484, 10824.814453, 10825.566406, 10824.894531, 0
-0.000005, -0.000007, -1.000000, 10825.536133, 10824.925781, 10825.477539, 10824.982422, 0
-0.000004, -0.000005, -1.000000, 10825.455078, 10825.005859, 10825.411133, 10825.050781, 0
-0.000003, -0.000004, -1.000000, 10825.393555, 10825.067383, 10825.364258, 10825.097656, 0
