0.447214, 0.894427, 0.000000, -0.000137, 0.000049, -0.000189, -0.000130, 1
0.440419, 0.894427, -0.077658, -0.000123, 0.000139, 0.000102, 0.000076, 1
0.426481, 0.871157, -0.243308, -0.000059, 8153.212402, 0.000062, 4883.862305, 0
0.399649, 0.820894, -0.407938, -0.000191, 27864.716797, -0.000062, 14729.655273, 0
0.358346, 0.746963, -0.560030, -0.000049, 28331.927734, 0.000223, 15967.270508, 0
0.303433, 0.651883, -0.694965, -0.000140, 27973.109375, 0.000158, 16587.572266, 0
0.236374, 0.538709, -0.808653, 0.000180, 26806.642578, -0.000230, 16575.443359, 0
0.160896, 0.409896, -0.897830, -0.000156, 24870.236328, 1063.250366, 15924.716797, 0
0.083285, 0.267076, -0.960070, -0.000011, 22183.509766, 4098.411621, 14693.767578, 0
0.006674, 0.114300, -0.993424, 1768.391968, 18716.943359, 7486.812012, 13022.287109, 0
-0.068777, -0.042617, -0.996722, 6895.775391, 14442.324219, 10515.263672, 10958.343750, 0
-0.141058, -0.198750, -0.969846, 12183.648438, 9357.563477, 13031.980469, 8476.455078, 0
-0.207199, -0.349680, -0.913670, 16770.753906, 3824.708496, 14984.583008, 5683.471191, 0
-0.260379, -0.492693, -0.830335, 20609.505859, 58.757771, 16333.641602, 2887.440430, 0
-0.287383, -0.626052, -0.724894, 23794.332031, 0.000221, 16931.583984, 762.254517, 0
-0.275577, -0.735891, -0.618484, 26411.335938, -0.000216, 16453.947266, -0.000185, 0
-0.234915, -0.736678, -0.634130, 28333.738281, -0.000018, 14750.973633, 114.822624, 0
-0.157083, -0.644059, -0.748674, 28538.082031, -0.000077, 13662.374023, 69.962486, 0
-0.095996, -0.518256, -0.849821, 27205.750000, -0.000199, 12646.920898, 2418.132568, 0
-0.050295, -0.369597, -0.927830, 24760.033203, -0.000110, 11988.594727, 5569.988770, 0
-0.016921, -0.206201, -0.978364, 21361.322266, 4.463919, 11523.412109, 8160.787598, 0
0.010599, -0.035379, -0.999318, 17103.232422, 3700.742188, 11096.064453, 9970.428711, 0
0.034048, 0.137075, -0.989976, 11981.496094, 9635.786133, 10463.877930, 11166.948242, 0
0.034618, 0.178559, -0.983321, 6086.036133, 15114.573242, 9553.791016, 11814.369141, 0
0.023688, 0.130436, -0.991174, 4635.732422, 16318.288086, 9444.404297, 11744.877930, 0
0.014452, 0.080198, -0.996675, 6323.912598, 14921.720703, 9917.188477, 11490.014648, 0
0.008455, 0.046496, -0.998883, 8090.291504, 13398.617188, 10299.934570, 11258.887695, 0
0.004870, 0.026551, -0.999636, 9256.553711, 12338.477539, 10529.384766, 11090.273438, 0
0.002789, 0.015123, -0.999882, 9935.785156, 11696.476562, 10658.674805, 10981.737305, 0
0.001594, 0.008616, -0.999962, 10320.762695, 11323.782227, 10731.095703, 10916.106445, 0
0.000910, 0.004912, -0.999988, 10538.521484, 11110.018555, 10771.844727, 10877.558594, 0
0.000519, 0.002801, -0.999996, 10662.017578, 10987.818359, 10794.880859, 10855.235352, 0
0.000296, 0.001598, -0.999999, 10732.225586, 10918.030273, 10807.951172, 10842.395508, 0
0.000169, 0.000912, -1.000000, 10772.201172, 10878.192383, 10815.385742, 10835.037109, 0
0.000096, 0.000520, -1.000000, 10794.986328, 10855.451172, 10819.616211, 10830.832031, 0
0.000055, 0.000297, -1.000000, 10807.977539, 10842.475586, 10822.030273, 10828.427734, 0
0.000031, 0.000169, -1.000000, 10815.388672, 10835.071289, 10823.404297, 10827.056641, 0
0.000018, 0.000097, -1.000000, 10819.615234, 10830.846680, 10824.189453, 10826.271484, 0
0.000010, 0.000055, -1.000000, 10822.027344, 10828.433594, 10824.636719, 10825.824219, 0
0.000006, 0.000031, -1.000000, 10823.402344, 10827.058594, 10824.891602, 10825.570312, 0
0.000003, 0.000018, -1.000000, 10824.188477, 10826.273438, 10825.037109, 10825.424805, 0
0.000002, 0.000010, -1.000000, 10824.635742, 10825.826172, 10825.120117, 10825.339844, 0
0.000001, 0.000006, -1.000000, 10824.891602, 10825.570312, 10825.166992, 10825.293945, 0
0.000001, 0.000003, -1.000000, 10825.038086, 10825.423828, 10825.195312, 10825.265625, 0
0.000000, 0.000002, -1.000000, 10825.120117, 10825.340820, 10825.208984, 10825.251953, 0
0.000000, 0.000001, -1.000000, 10825.166016, 10825.294922, 10825.218750, 10825.241211, 0
0.000000, 0.000001, -1.000000, 10825.194336, 10825.266602, 10825.224609, 10825.237305, 0
0.000000, 0.000000, -1.000000, 10825.209961, 10825.250977, 10825.226562, 10825.235352, 0
-0.000000, 0.000000, -1.000000, 10825.218750, 10825.241211, 10825.227539, 10825.233398, 0
0.000000, 0.000000, -1.000000, 10825.224609, 10825.237305, 10825.230469, 10825.230469, 0
0.000000, 0.000000, -1.000000, 10825.226562, 10825.235352, 10825.230469, 10825.230469, 0
